date,month,venue,R,prediction_file,result_file,prediction_mode,ticket_count,tickets,actual,payout_yen,actual_popularity,hit,hit_ticket_index,hit_role,investment_yen,return_yen,profit_yen,classification,classification_source,weather,wind_direction,wind_mps,wave_cm,display_full,st_full,odds_full,actual_1boat_win,ticket_1boat_head_count,danger_popularity_raw,hole_candidate_raw,display_entry_changed,actual_entry_changed,display_f_count,actual_f_count,st_abs_delta_avg,st_large_delta_count,winner_motor_2rate
2026-06-23,2026-06,三国,4,2026-06-23-mikuni-predictions.txt,2026-06-23-mikuni-results.txt,展示反映/不明,10,1-4-6|4-1-6|1-6-4|4-6-1|1-4-5|6-4-1|4-1-5|1-5-4|5-4-6|6-1-4,4-5-2,8710,35,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東南東,3.0,3.0,1,1,1,0,4,1号艇の逃げ固定。4号艇のカド攻めを受ける隊形がある。,6号艇。大外でもA2の捌きで、4の攻めに連動できる。,0,0,3,0,0.0867,2,31.82
2026-06-23,2026-06,三国,5,2026-06-23-mikuni-predictions.txt,2026-06-23-mikuni-results.txt,展示反映/不明,10,3-4-5|3-5-4|3-1-4|4-3-5|3-4-1|5-3-4|4-5-3|3-1-5|5-4-3|4-3-6,1-2-4,2760,9,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東南東,4.0,4.0,1,1,1,1,0,1号艇。インでも内側の壁が薄く、3・4の攻めを受けやすい。,5号艇。3・4が内を動かす展開で、5コースまくり差しが入る。,0,0,1,0,0.0817,3,36.23
2026-06-23,2026-06,三国,6,2026-06-23-mikuni-predictions.txt,2026-06-23-mikuni-results.txt,展示反映/不明,10,4-3-6|4-6-3|3-4-6|4-3-1|6-4-3|3-6-4|4-6-5|6-3-4|5-4-6|6-4-5,1-6-4,12870,59,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東北東,4.0,4.0,1,1,1,1,0,1号艇。インでも選手力面で不安があり、センター勢の攻めを受けやすい。,6号艇。大外でもA1の道中力で、前が競れば2着まで届く。,0,0,1,0,0.3567,5,26.87
2026-06-23,2026-06,三国,7,2026-06-23-mikuni-predictions.txt,2026-06-23-mikuni-results.txt,展示反映/不明,10,2-4-6|2-4-1|4-2-6|2-1-4|4-2-1|2-6-4|4-6-2|2-4-5|6-2-4|4-5-2,3-6-2,6930,21,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東北東,4.0,4.0,1,1,1,0,0,1号艇。インでもST面と機力面が弱く、2差し・4カド攻めを受けやすい。,6号艇。モーターは弱いが地元A1の道中力で、前が競れば2・3着へ届く。,1,0,1,0,0.0933,2,45.16
2026-06-23,2026-06,三国,8,2026-06-23-mikuni-predictions.txt,2026-06-23-mikuni-results.txt,展示反映/不明,10,5-4-2|4-5-2|5-2-4|4-2-5|5-4-3|2-5-4|4-5-1|5-3-4|5-4-6|4-1-5,1-3-5,930,4,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東北東,3.0,3.0,1,1,1,1,0,1号艇。インでも選手力面で押し切り不安があり、2・4・5の攻めを受けやすい。,4号艇。当地相性とカド位置で、5号艇の差し場を作りながら自身も残せる。,0,0,0,0,0.0617,1,32.79
2026-06-23,2026-06,三国,9,2026-06-23-mikuni-predictions.txt,2026-06-23-mikuni-results.txt,展示反映/不明,10,4-6-5|4-5-6|4-6-2|4-2-6|6-4-5|5-4-6|4-5-1|6-4-2|5-6-4|6-5-4,1-2-4,1070,3,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東北東,5.0,5.0,1,1,1,1,0,1号艇。インでも選手力・近況得点率とも強調しづらく、4カド攻めを受けやすい。,6号艇。大外でもモーター上位で、4・5が内を動かせば道中で届く。,0,0,1,0,0.0883,2,35.94
2026-06-23,2026-06,三国,10,2026-06-23-mikuni-predictions.txt,2026-06-23-mikuni-results.txt,展示反映/不明,10,2-4-5|2-1-4|4-2-5|2-4-1|2-5-4|4-5-2|1-2-4|4-2-1|5-4-2|5-2-4,1-3-5,2320,8,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東南東,3.0,3.0,1,1,1,1,1,1号艇。モーターは良いが、F1と選手力面で準優イン逃げ固定は危険。,5号艇。4号艇の攻めに乗れる機力とSTがあり、2・3着浮上がある。,0,0,0,0,0.0767,1,25.0
2026-06-23,2026-06,三国,11,2026-06-23-mikuni-predictions.txt,2026-06-23-mikuni-results.txt,展示反映/不明,10,3-2-4|3-4-2|2-3-4|3-4-6|3-2-6|4-3-2|2-4-3|3-6-4|6-3-4|4-6-3,1-6-5,13580,31,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東北東,5.0,5.0,1,1,1,1,0,2号艇。地元A1でもモーター低調で、2着固定は危険。,6号艇。大外でもモーター順位14位で、3・4が攻めれば外差し3着がある。,0,0,1,0,0.1267,3,39.68
2026-06-23,2026-06,三国,12,2026-06-23-mikuni-predictions.txt,2026-06-23-mikuni-results.txt,展示反映/不明,10,4-1-2|4-2-1|1-4-2|4-1-6|4-2-6|2-4-1|4-6-1|1-2-4|6-4-2|4-6-5,1-2-3,670,1,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東南東,4.0,4.0,1,1,1,1,2,1号艇。A1インでもモーター順位59位で、4カド攻めを受けると押し切り不安。,6号艇。当地相性とモーター中上位で、4号艇の攻めに外から連動できる。,1,0,2,0,0.095,2,38.33
2026-06-23,2026-06,鳴門,1,2026-06-23-naruto-predictions.txt,2026-06-23-naruto-results.txt,展示反映/不明,10,1-3-4|1-4-3|1-3-2|3-1-4|4-1-3|3-4-1|1-4-5|4-3-1|3-5-4|4-5-3,1-5-2,2990,10,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,取得済み,東,3.0,3.0,1,1,1,1,4,,,0,0,2,0,0.13,4,43.18
2026-06-23,2026-06,鳴門,2,2026-06-23-naruto-predictions.txt,2026-06-23-naruto-results.txt,展示反映/不明,10,1-4-2|1-2-4|4-1-2|1-4-5|1-2-5|4-5-1|2-1-4|4-1-5|5-4-1|4-5-2,1-2-5,1420,5,1,5,本線,1000,1420,420,TICKET_HIT,recomputed_ticket,取得済み,東,3.0,3.0,1,1,1,1,4,,,0,0,3,0,0.0817,2,46.15
2026-06-23,2026-06,鳴門,3,2026-06-23-naruto-predictions.txt,2026-06-23-naruto-results.txt,展示反映/不明,10,5-1-6|5-6-1|1-5-6|5-2-6|6-5-1|5-6-2|2-5-6|6-1-5|6-5-2|5-6-4,1-3-2,2980,10,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東,2.0,2.0,1,1,1,1,1,,,0,0,2,0,0.0917,2,23.81
2026-06-23,2026-06,鳴門,4,2026-06-23-naruto-predictions.txt,2026-06-23-naruto-results.txt,展示反映/不明,10,1-4-2|4-1-2|1-2-4|4-2-1|1-4-5|4-5-1|2-1-4|1-5-4|5-4-1|4-5-2,1-4-6,2850,11,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東,2.0,2.0,1,1,1,1,4,,,0,0,3,0,0.0883,2,38.46
2026-06-23,2026-06,鳴門,5,2026-06-23-naruto-predictions.txt,2026-06-23-naruto-results.txt,展示反映/不明,10,2-3-1|2-1-3|3-2-1|1-2-3|2-3-6|3-4-2|2-4-3|4-2-3|4-3-2|3-6-2,1-3-5,1980,4,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東,1.0,1.0,1,1,1,1,1,,,0,0,3,0,0.0633,1,31.58
2026-06-23,2026-06,鳴門,6,2026-06-23-naruto-predictions.txt,2026-06-23-naruto-results.txt,展示反映/不明,10,2-1-3|1-2-3|2-1-6|1-2-6|2-3-1|3-2-1|2-6-1|6-2-1|6-1-2|3-6-2,3-4-2,27110,89,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東,1.0,1.0,1,1,1,0,2,,,1,0,4,0,0.1217,1,33.33
2026-06-23,2026-06,鳴門,7,2026-06-23-naruto-predictions.txt,2026-06-23-naruto-results.txt,展示反映/不明,10,5-1-2|1-5-2|5-2-1|2-5-1|1-2-5|5-1-4|2-1-5|5-4-2|4-5-2|5-2-4,1-5-3,3450,15,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東,3.0,3.0,1,1,1,1,2,,,0,0,2,0,0.04,1,32.56
2026-06-23,2026-06,鳴門,8,2026-06-23-naruto-predictions.txt,2026-06-23-naruto-results.txt,展示反映/不明,10,3-4-6|3-6-4|4-3-6|3-1-4|1-3-4|4-6-3|6-3-4|3-5-4|5-3-6|6-4-3,3-2-4,9380,32,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東,1.0,1.0,1,1,1,0,1,,,0,0,3,0,0.0767,1,60.47
2026-06-23,2026-06,鳴門,9,2026-06-23-naruto-predictions.txt,2026-06-23-naruto-results.txt,展示反映/不明,10,2-1-4|1-2-4|2-4-1|1-2-5|4-2-1|2-1-6|2-5-1|4-1-2|5-2-4|6-2-1,2-1-3,1610,5,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,東,1.0,1.0,1,1,1,0,2,,,0,0,1,0,0.0533,1,80.0
2026-06-23,2026-06,鳴門,10,2026-06-23-naruto-predictions.txt,2026-06-23-naruto-results.txt,展示反映/不明,10,3-1-5|3-5-1|1-3-5|5-3-1|3-1-2|5-1-3|1-5-3|3-5-2|5-6-3|6-5-3,1-2-6,1350,4,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,取得済み,北東,1.0,1.0,1,1,1,1,2,,,0,0,1,0,0.0383,0,34.88
2026-06-23,2026-06,鳴門,11,2026-06-23-naruto-predictions.txt,2026-06-23-naruto-results.txt,展示反映/不明,10,1-4-5|4-1-5|1-4-2|4-5-1|1-2-4|4-1-2|5-4-1|1-5-4|4-5-3|5-4-2,2-1-4,5730,21,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,北東,1.0,1.0,1,1,1,0,4,,,0,0,1,0,0.0683,3,35.14
2026-06-23,2026-06,鳴門,12,2026-06-23-naruto-predictions.txt,2026-06-23-naruto-results.txt,展示反映/不明,10,1-3-5|3-1-5|1-2-3|3-5-1|1-5-3|3-1-2|5-3-1|3-4-5|5-3-4|4-3-5,1-2-3,720,1,1,3,本線,1000,720,-280,TICKET_HIT,recomputed_ticket,取得済み,東,1.0,1.0,1,1,1,1,3,,,0,0,3,0,0.0633,1,33.33
2026-06-23,2026-06,下関,1,2026-06-23-shimonoseki-predictions.txt,2026-06-23-shimonoseki-results.txt,展示反映/不明,10,3-1-6|1-3-6|3-1-4|1-3-4|3-6-1|1-6-3|6-3-1|3-4-6|6-3-4|3-6-4,1-3-2,420,1,0,,,1000,0,-1000,STRUCTURE_MISS,summary_v2,取得済み,南東,4.0,4.0,1,1,1,1,3,,,0,0,2,0,0.045,1,15.15
2026-06-23,2026-06,下関,2,2026-06-23-shimonoseki-predictions.txt,2026-06-23-shimonoseki-results.txt,展示反映/不明,10,1-3-5|1-5-3|1-2-3|3-1-5|1-5-6|5-1-3|1-3-6|3-5-1|5-3-1|5-6-1,4-5-3,8890,30,0,,,1000,0,-1000,READ_MISS,summary_v2,取得済み,南東,4.0,4.0,1,1,1,0,5,,,0,0,5,0,0.175,5,16.0
2026-06-23,2026-06,下関,3,2026-06-23-shimonoseki-predictions.txt,2026-06-23-shimonoseki-results.txt,展示反映/不明,10,1-3-5|1-5-3|3-1-5|1-4-5|5-1-3|3-5-1|1-3-4|5-3-1|3-5-4|5-3-4,1-5-4,1610,5,0,,,1000,0,-1000,STRUCTURE_MISS,summary_v2,取得済み,南東,4.0,4.0,1,1,1,1,4,,,0,0,3,0,0.0733,1,34.62
2026-06-23,2026-06,下関,4,2026-06-23-shimonoseki-predictions.txt,2026-06-23-shimonoseki-results.txt,展示反映/不明,10,4-5-2|4-2-5|4-1-5|5-4-2|2-4-5|1-4-5|4-5-3|5-2-4|5-4-6|4-6-5,1-2-4,1240,2,0,,,1000,0,-1000,STRUCTURE_MISS,summary_v2,取得済み,南東,4.0,4.0,1,1,1,1,1,,,0,0,1,0,0.0767,1,36.36
2026-06-23,2026-06,下関,5,2026-06-23-shimonoseki-predictions.txt,2026-06-23-shimonoseki-results.txt,展示反映/不明,10,1-2-4|2-1-4|1-4-2|2-4-1|4-1-2|1-2-3|4-2-1|2-1-3|2-4-5|4-2-5,2-1-4,1040,4,1,2,厚め,1000,1040,40,TICKET_HIT,recomputed_ticket,取得済み,南東,4.0,4.0,1,1,1,0,3,,,0,0,0,0,0.05,1,40.0
2026-06-23,2026-06,下関,6,2026-06-23-shimonoseki-predictions.txt,2026-06-23-shimonoseki-results.txt,展示反映/不明,10,4-5-3|4-3-5|4-1-5|4-5-1|3-4-5|5-4-3|1-4-5|4-3-1|5-4-6|4-5-6,1-2-3,10690,32,0,,,1000,0,-1000,READ_MISS,summary_v2,取得済み,南東,4.0,4.0,1,1,1,1,1,,,0,0,2,0,0.06,2,22.22
2026-06-23,2026-06,下関,7,2026-06-23-shimonoseki-predictions.txt,2026-06-23-shimonoseki-results.txt,展示反映/不明,10,2-1-4|1-2-4|4-2-1|2-4-1|1-4-2|4-1-2|2-4-6|4-2-5|4-6-2|2-6-4,2-1-4,1240,3,1,1,厚め,1000,1240,240,TICKET_HIT,recomputed_ticket,取得済み,南東,4.0,4.0,1,1,1,0,2,,,0,0,0,0,0.08,2,35.71
2026-06-23,2026-06,下関,8,2026-06-23-shimonoseki-predictions.txt,2026-06-23-shimonoseki-results.txt,展示反映/不明,10,1-2-3|1-3-2|2-1-3|3-1-2|1-2-4|3-2-1|1-4-2|2-3-1|3-4-2|4-3-1,1-2-3,1100,2,1,1,厚め,1000,1100,100,TICKET_HIT,recomputed_ticket,取得済み,南東,4.0,4.0,1,1,1,1,4,,,0,0,0,0,0.0467,0,56.0
2026-06-23,2026-06,下関,9,2026-06-23-shimonoseki-predictions.txt,2026-06-23-shimonoseki-results.txt,展示反映/不明,10,1-3-2|1-3-5|1-2-3|1-5-3|3-1-5|1-5-2|3-1-2|5-1-3|3-5-1|5-3-1,1-3-5,1360,5,1,2,厚め,1000,1360,360,TICKET_HIT,recomputed_ticket,取得済み,南東,4.0,4.0,1,1,1,1,5,,,0,0,1,0,0.0933,2,44.44
2026-06-23,2026-06,下関,10,2026-06-23-shimonoseki-predictions.txt,2026-06-23-shimonoseki-results.txt,展示反映/不明,10,1-2-3|1-3-2|1-3-5|3-1-2|2-1-3|3-2-1|1-5-3|1-3-4|3-5-1|5-3-1,1-2-3,530,1,1,1,厚め,1000,530,-470,TICKET_HIT,recomputed_ticket,取得済み,南東,4.0,4.0,1,1,1,1,5,,,1,0,0,0,0.0767,1,40.0
2026-06-23,2026-06,下関,11,2026-06-23-shimonoseki-predictions.txt,2026-06-23-shimonoseki-results.txt,展示反映/不明,10,2-1-5|1-2-5|2-1-4|1-2-4|2-5-1|5-2-1|2-4-5|1-5-2|5-4-2|4-2-5,1-5-2,1970,7,1,8,中穴,1000,1970,970,TICKET_HIT,recomputed_ticket,取得済み,南東,4.0,4.0,1,1,1,1,3,,,0,0,1,0,0.0933,2,26.92
2026-06-23,2026-06,下関,12,2026-06-23-shimonoseki-predictions.txt,2026-06-23-shimonoseki-results.txt,展示反映/不明,10,1-3-5|3-1-5|1-5-3|3-5-1|1-4-3|5-1-3|3-4-1|1-3-4|5-3-4|4-3-5,1-3-4,1000,4,1,8,中穴,1000,1000,0,TICKET_HIT,recomputed_ticket,取得済み,南東,4.0,4.0,1,1,1,1,4,,,0,0,0,0,0.1067,2,35.71
2026-06-23,2026-06,戸田,1,2026-06-23-toda-predictions.txt,2026-06-23-toda-results.txt,展示反映/不明,10,2-1-5|1-2-5|2-5-1|1-2-6|2-1-6|5-2-1|6-2-1|2-5-6|5-6-2|6-5-2,2-1-5,1810,6,1,1,厚め,1000,1810,810,TICKET_HIT,recomputed_ticket,取得済み,西南西,3.0,1.0,1,1,1,0,2,,,0,0,0,0,,0,39.59
2026-06-23,2026-06,戸田,2,2026-06-23-toda-predictions.txt,2026-06-23-toda-results.txt,展示反映/不明,10,1-3-2|3-1-2|1-2-3|2-1-3|3-2-1|1-3-6|2-3-1|3-1-6|3-6-2|2-6-1,1-2-4,3210,10,0,,,1000,0,-1000,STRUCTURE_MISS,summary_v2,取得済み,西南西,2.0,1.0,1,1,1,1,3,,,0,0,0,0,,0,38.97
2026-06-23,2026-06,戸田,3,2026-06-23-toda-predictions.txt,2026-06-23-toda-results.txt,展示反映/不明,10,2-1-6|2-6-1|6-2-1|2-5-6|5-2-6|6-5-2|5-6-2|2-6-5|5-4-6|6-4-5,2-4-1,2460,9,0,,,1000,0,-1000,STRUCTURE_MISS,summary_v2,取得済み,西南西,3.0,1.0,1,1,1,0,0,,,0,0,0,0,,0,30.94
2026-06-23,2026-06,戸田,4,2026-06-23-toda-predictions.txt,2026-06-23-toda-results.txt,展示反映/不明,10,1-2-4|1-4-2|2-1-4|4-1-2|4-2-1|2-4-1|1-4-6|4-6-2|6-4-1|6-4-2,1-4-2,850,1,1,2,厚め,1000,850,-150,TICKET_HIT,recomputed_ticket,取得済み,西南西,1.0,1.0,1,1,1,1,3,,,0,0,0,0,,0,30.51
2026-06-23,2026-06,戸田,5,2026-06-23-toda-predictions.txt,2026-06-23-toda-results.txt,展示反映/不明,10,1-4-5|4-1-5|1-5-4|5-1-4|4-5-1|5-4-1|1-4-2|4-2-5|5-2-4|2-4-5,4-2-3,7420,27,0,,,1000,0,-1000,STRUCTURE_MISS,summary_v2,取得済み,西北西,1.0,1.0,1,1,1,0,3,,,0,0,0,0,,0,38.83
2026-06-23,2026-06,戸田,6,2026-06-23-toda-predictions.txt,2026-06-23-toda-results.txt,展示反映/不明,10,2-3-1|3-2-1|1-2-3|2-1-3|3-1-2|2-4-3|4-2-3|3-4-2|5-2-3|4-5-2,2-4-5,7260,31,0,,,1000,0,-1000,STRUCTURE_MISS,summary_v2,取得済み,西南西,2.0,1.0,1,1,1,0,1,,,0,0,0,0,,0,40.93
2026-06-23,2026-06,戸田,7,2026-06-23-toda-predictions.txt,2026-06-23-toda-results.txt,展示反映/不明,10,1-4-6|1-6-4|1-4-5|1-6-5|4-1-6|6-1-4|4-6-1|1-4-2|6-4-1|4-6-5,1-6-4,1060,2,1,2,厚め,1000,1060,60,TICKET_HIT,recomputed_ticket,取得済み,西南西,3.0,1.0,1,1,1,1,5,,,0,0,0,0,,0,43.14
2026-06-23,2026-06,戸田,8,2026-06-23-toda-predictions.txt,2026-06-23-toda-results.txt,展示反映/不明,10,3-5-1|5-3-1|3-1-5|5-1-3|1-3-5|3-4-5|4-3-5|5-4-3|4-5-3|6-5-3,3-1-5,1180,3,1,3,本線,1000,1180,180,TICKET_HIT,recomputed_ticket,取得済み,西南西,4.0,2.0,1,1,1,0,1,,,0,0,0,0,,0,30.51
2026-06-23,2026-06,戸田,9,2026-06-23-toda-predictions.txt,2026-06-23-toda-results.txt,展示反映/不明,10,1-6-5|1-5-6|6-1-5|1-6-3|1-3-6|5-1-6|6-5-1|3-1-6|6-3-5|5-6-3,1-5-6,820,1,1,2,厚め,1000,820,-180,TICKET_HIT,recomputed_ticket,取得済み,西南西,4.0,2.0,1,1,1,1,4,,,0,0,0,0,,0,30.51
2026-06-23,2026-06,戸田,10,2026-06-23-toda-predictions.txt,2026-06-23-toda-results.txt,展示反映/不明,10,1-2-3|2-1-3|1-3-2|2-3-1|1-2-4|3-1-2|4-1-2|2-1-6|6-2-1|4-2-6,3-4-6,9740,37,0,,,1000,0,-1000,STRUCTURE_MISS,summary_v2,取得済み,西南西,5.0,3.0,1,1,1,0,3,,,0,0,0,0,,0,31.74
2026-06-23,2026-06,戸田,11,2026-06-23-toda-predictions.txt,2026-06-23-toda-results.txt,展示反映/不明,10,2-1-6|1-2-6|3-2-6|2-3-6|1-3-2|4-2-6|6-2-1|3-4-6|6-3-4|4-6-3,5-1-3,11960,45,0,,,1000,0,-1000,READ_MISS,summary_v2,取得済み,西南西,5.0,3.0,1,1,1,0,2,,,0,0,0,0,,0,38.97
2026-06-23,2026-06,戸田,12,2026-06-23-toda-predictions.txt,2026-06-23-toda-results.txt,展示反映/不明,10,1-2-3|1-3-2|2-1-3|1-2-5|1-3-5|3-1-5|2-3-1|1-4-2|5-1-3|5-3-1,1-4-5,2130,7,0,,,1000,0,-1000,STRUCTURE_MISS,summary_v2,取得済み,西南西,4.0,2.0,1,1,1,1,5,,,0,0,0,0,,0,35.68
2026-06-23,2026-06,常滑,1,2026-06-23-tokoname-predictions.txt,2026-06-23-tokoname-results.txt,展示反映/不明,10,1-2-6|1-6-2|1-2-5|1-6-5|2-1-6|6-1-2|1-5-6|2-6-1|6-2-1|5-6-1,1-2-4,800,3,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,南西,3.0,1.0,1,1,1,1,5,6大賀,5貫地谷,0,0,0,0,,0,33.56
2026-06-23,2026-06,常滑,2,2026-06-23-tokoname-predictions.txt,2026-06-23-tokoname-results.txt,展示反映/不明,10,5-1-3|5-3-1|1-5-3|5-1-6|3-5-1|5-4-1|1-3-5|3-1-5|4-5-6|5-6-4,5-1-2,2800,11,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,南西,3.0,1.0,1,1,1,0,2,1福嶋,4渡邊,0,0,0,0,,0,26.03
2026-06-23,2026-06,常滑,3,2026-06-23-tokoname-predictions.txt,2026-06-23-tokoname-results.txt,展示反映/不明,10,4-1-5|4-5-1|1-4-5|4-3-5|5-4-1|1-5-4|3-4-5|4-5-6|5-3-4|3-5-4,1-4-5,1190,1,1,3,本線,1000,1190,190,TICKET_HIT,recomputed_ticket,取得済み,南西,3.0,1.0,1,1,1,1,2,1原田,5中山,0,0,0,0,,0,37.82
2026-06-23,2026-06,常滑,4,2026-06-23-tokoname-predictions.txt,2026-06-23-tokoname-results.txt,展示反映/不明,10,2-1-6|1-2-6|2-6-1|1-6-2|6-2-1|2-5-6|6-1-2|5-2-6|5-6-2|6-5-1,2-1-6,1640,6,1,1,厚め,1000,1640,640,TICKET_HIT,recomputed_ticket,取得済み,南西,2.0,1.0,1,1,1,0,2,1荒牧,5品川,0,0,0,0,,0,24.29
2026-06-23,2026-06,常滑,5,2026-06-23-tokoname-predictions.txt,2026-06-23-tokoname-results.txt,展示反映/不明,10,1-4-5|1-5-4|4-1-5|1-4-6|5-1-4|4-5-1|1-5-6|5-4-1|6-4-5|4-6-1,4-3-6,10200,40,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,南東,3.0,1.0,1,1,1,0,4,2相馬,6三川,0,0,0,0,,0,33.75
2026-06-23,2026-06,常滑,6,2026-06-23-tokoname-predictions.txt,2026-06-23-tokoname-results.txt,展示反映/不明,10,1-5-4|1-4-5|1-5-6|1-4-6|5-1-4|4-1-5|5-4-1|1-6-5|5-6-1|4-5-6,1-4-2,2220,10,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,南東,2.0,1.0,1,1,1,1,5,2大谷,6村松,0,0,0,0,,0,45.91
2026-06-23,2026-06,常滑,7,2026-06-23-tokoname-predictions.txt,2026-06-23-tokoname-results.txt,展示反映/不明,10,1-5-4|1-4-5|1-5-2|5-1-4|1-2-5|5-1-2|4-1-5|1-5-6|5-4-1|4-5-6,1-5-3,3300,10,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,南東,2.0,1.0,1,1,1,1,5,2山下,5高野,0,0,0,0,,0,30.57
2026-06-23,2026-06,常滑,8,2026-06-23-tokoname-predictions.txt,2026-06-23-tokoname-results.txt,展示反映/不明,10,2-1-4|2-4-1|1-2-4|2-4-6|4-2-1|1-4-2|4-2-6|2-6-4|4-6-2|6-4-2,2-6-1,2540,7,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,取得済み,南東,3.0,1.0,1,1,1,0,2,1向井田,4國分,0,0,0,0,,0,28.95
2026-06-23,2026-06,常滑,9,2026-06-23-tokoname-predictions.txt,2026-06-23-tokoname-results.txt,展示反映/不明,10,1-3-4|1-4-3|1-2-3|3-1-4|1-3-6|4-1-3|3-4-1|1-4-6|4-6-1|6-3-4,1-6-4,5210,16,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,取得済み,南東,4.0,2.0,1,1,1,1,5,2渡邊,4大賀,0,0,0,0,,0,31.21
2026-06-23,2026-06,常滑,10,2026-06-23-tokoname-predictions.txt,2026-06-23-tokoname-results.txt,展示反映/不明,10,1-3-5|1-5-3|3-1-5|5-1-3|1-2-5|5-3-1|3-5-1|2-1-5|5-2-3|5-3-2,5-4-3,25110,45,0,,,1000,0,-1000,READ_MISS,auto_proxy,取得済み,南東,3.0,1.0,1,1,1,0,3,1溝口,5福島,0,0,0,0,,0,45.91
2026-06-23,2026-06,常滑,11,2026-06-23-tokoname-predictions.txt,2026-06-23-tokoname-results.txt,展示反映/不明,10,1-3-2|1-2-3|3-1-2|1-3-6|3-1-6|2-1-3|3-6-1|1-6-3|6-3-1|3-6-2,3-1-2,1790,6,1,3,本線,1000,1790,790,TICKET_HIT,recomputed_ticket,取得済み,南東,3.0,1.0,1,1,1,0,4,1枝尾,6山下,0,0,0,0,,0,34.18
2026-06-23,2026-06,常滑,12,2026-06-23-tokoname-predictions.txt,2026-06-23-tokoname-results.txt,展示反映/不明,10,1-4-6|1-4-3|1-2-4|4-1-6|1-3-4|2-1-4|4-2-6|1-6-4|2-4-6|6-4-2,1-2-4,3920,13,1,3,本線,1000,3920,2920,TICKET_HIT,recomputed_ticket,取得済み,南東,4.0,2.0,1,1,1,1,5,1高野,2木村,0,0,0,0,,0,23.45
2026-06-24,2026-06,びわこ,1,2026-06-24-biwako-predictions.txt,2026-06-24-biwako-results.txt,事前予想,10,1-3-2|1-2-3|3-1-2|1-3-4|2-1-3|3-2-1|1-4-3|4-1-3|3-4-1|4-3-1,5-2-1,6150,23,0,,,1000,0,-1000,READ_MISS,summary_v2,取得済み,東,2.0,2.0,1,1,1,0,4,1亀本。,4井芹。,0,0,0,0,,0,20.41
2026-06-24,2026-06,びわこ,2,2026-06-24-biwako-predictions.txt,2026-06-24-biwako-results.txt,事前予想,10,1-2-3|1-3-2|2-1-3|1-2-6|1-4-2|2-1-6|3-1-2|1-6-2|6-1-2|2-6-1,1-4-6,2520,9,0,,,1000,0,-1000,STRUCTURE_MISS,summary_v2,取得済み,東,1.0,1.0,1,1,1,1,5,1中村の相手を3だけに寄せる形。,6土山。,0,0,0,0,,0,40.0
2026-06-24,2026-06,びわこ,3,2026-06-24-biwako-predictions.txt,2026-06-24-biwako-results.txt,事前予想,10,4-3-6|3-4-6|4-6-3|3-1-4|4-1-3|5-4-3|4-5-6|3-5-4|5-3-4|6-4-3,1-6-4,1840,3,0,,,1000,0,-1000,READ_MISS,summary_v2,取得済み,南東,2.0,2.0,1,1,1,1,0,1香川。,5桂林。,0,0,0,0,,0,30.95
2026-06-24,2026-06,びわこ,4,2026-06-24-biwako-predictions.txt,2026-06-24-biwako-results.txt,事前予想,10,1-4-5|1-5-4|1-4-6|4-1-5|1-6-4|4-5-1|5-1-4|1-3-4|6-1-4|4-6-1,1-4-3,790,2,0,,,1000,0,-1000,STRUCTURE_MISS,summary_v2,取得済み,南東,2.0,2.0,1,1,1,1,5,2谷口。,6田上。,0,0,0,0,,0,46.3
2026-06-24,2026-06,びわこ,5,2026-06-24-biwako-predictions.txt,2026-06-24-biwako-results.txt,事前予想,10,2-4-1|4-2-1|2-1-4|2-4-5|4-1-2|1-2-4|4-2-5|2-5-4|5-2-4|4-5-2,2-4-5,5440,21,1,4,本線,1000,5440,4440,TICKET_HIT,recomputed_ticket,取得済み,南東,1.0,1.0,1,1,1,0,1,1坂野。,5加藤。,0,0,0,0,,0,15.91
